                   x               P1(x)               P3(x)               P5(x)               P7(x)
            0.788579               0.789               0.043              -0.411              -0.194
            0.788779               0.789               0.044              -0.411              -0.195
            0.788979               0.789               0.044               -0.41              -0.196
            0.789179               0.789               0.045               -0.41              -0.197
            0.789379               0.789               0.046               -0.41              -0.197
            0.789579                0.79               0.046               -0.41              -0.198
            0.789779                0.79               0.047               -0.41              -0.199
            0.789979                0.79               0.048               -0.41                -0.2
            0.790179                0.79               0.048               -0.41              -0.201
            0.790379                0.79               0.049              -0.409              -0.201
            0.790579               0.791               0.049              -0.409              -0.202
            0.790779               0.791                0.05              -0.409              -0.203
            0.790979               0.791               0.051              -0.409              -0.204
            0.791179               0.791               0.051              -0.409              -0.205
            0.791379               0.791               0.052              -0.408              -0.205
            0.791579               0.792               0.053              -0.408              -0.206
            0.791779               0.792               0.053              -0.408              -0.207
            0.791979               0.792               0.054              -0.408              -0.208
            0.792179               0.792               0.055              -0.408              -0.209
            0.792379               0.792               0.055              -0.408              -0.209
            0.792579               0.793               0.056              -0.407               -0.21
            0.792779               0.793               0.056              -0.407              -0.211
            0.792979               0.793               0.057              -0.407              -0.212
            0.793179               0.793               0.058              -0.407              -0.213
            0.793379               0.793               0.058              -0.407              -0.213
            0.793579               0.794               0.059              -0.406              -0.214
            0.793779               0.794                0.06              -0.406              -0.215
            0.793979               0.794                0.06              -0.406              -0.216
            0.794179               0.794               0.061              -0.406              -0.217
            0.794379               0.794               0.062              -0.406              -0.217
            0.794579               0.795               0.062              -0.405              -0.218
            0.794779               0.795               0.063              -0.405              -0.219
            0.794979               0.795               0.064              -0.405               -0.22
             0.79518               0.795               0.064              -0.405              -0.221
             0.79538               0.795               0.065              -0.405              -0.221
             0.79558               0.796               0.066              -0.404              -0.222
             0.79578               0.796               0.066              -0.404              -0.223
             0.79598               0.796               0.067              -0.404              -0.224
             0.79618               0.796               0.067              -0.404              -0.225
             0.79638               0.796               0.068              -0.404              -0.225
             0.79658               0.797               0.069              -0.403              -0.226
             0.79678               0.797               0.069              -0.403              -0.227
             0.79698               0.797                0.07              -0.403              -0.228
             0.79718               0.797               0.071              -0.403              -0.229
             0.79738               0.797               0.071              -0.403              -0.229
             0.79758               0.798               0.072              -0.402               -0.23
             0.79778               0.798               0.073              -0.402              -0.231
             0.79798               0.798               0.073              -0.402              -0.232
             0.79818               0.798               0.074              -0.402              -0.233
             0.79838               0.798               0.075              -0.401              -0.233
             0.79858               0.799               0.075              -0.401              -0.234
             0.79878               0.799               0.076              -0.401              -0.235
             0.79898               0.799               0.077              -0.401              -0.236
             0.79918               0.799               0.077                -0.4              -0.236
             0.79938               0.799               0.078                -0.4              -0.237
             0.79958                 0.8               0.079                -0.4              -0.238
             0.79978                 0.8               0.079                -0.4              -0.239
             0.79998                 0.8                0.08                -0.4               -0.24
             0.80018                 0.8               0.081              -0.399               -0.24
             0.80038                 0.8               0.081              -0.399              -0.241
             0.80058               0.801               0.082              -0.399              -0.242
             0.80078               0.801               0.083              -0.399              -0.243
             0.80098               0.801               0.083              -0.398              -0.243
             0.80118               0.801               0.084              -0.398              -0.244
             0.80138               0.801               0.085              -0.398              -0.245
             0.80158               0.802               0.085              -0.398              -0.246
             0.80178               0.802               0.086              -0.397              -0.247
             0.80198               0.802               0.087              -0.397              -0.247
             0.80218               0.802               0.087              -0.397              -0.248
             0.80238               0.802               0.088              -0.397              -0.249
             0.80258               0.803               0.089              -0.396               -0.25
             0.80278               0.803               0.089              -0.396               -0.25
             0.80298               0.803                0.09              -0.396              -0.251
             0.80318               0.803               0.091              -0.395              -0.252
             0.80338               0.803               0.091              -0.395              -0.253
             0.80358               0.804               0.092              -0.395              -0.253
             0.80378               0.804               0.093              -0.395              -0.254
             0.80398               0.804               0.093              -0.394              -0.255
             0.80418               0.804               0.094              -0.394              -0.256
             0.80438               0.804               0.095              -0.394              -0.256
             0.80458               0.805               0.095              -0.394              -0.257
             0.80478               0.805               0.096              -0.393              -0.258
             0.80498               0.805               0.097              -0.393              -0.259
            0.805181               0.805               0.097              -0.393               -0.26
            0.805381               0.805               0.098              -0.392               -0.26
            0.805581               0.806               0.099              -0.392              -0.261
            0.805781               0.806               0.099              -0.392              -0.262
            0.805981               0.806                 0.1              -0.392              -0.263
            0.806181               0.806               0.101              -0.391              -0.263
            0.806381               0.806               0.101              -0.391              -0.264
            0.806581               0.807               0.102              -0.391              -0.265
            0.806781               0.807               0.103               -0.39              -0.266
            0.806981               0.807               0.103               -0.39              -0.266
            0.807181               0.807               0.104               -0.39              -0.267
            0.807381               0.807               0.105               -0.39              -0.268
            0.807581               0.808               0.105              -0.389              -0.269
            0.807781               0.808               0.106              -0.389              -0.269
            0.807981               0.808               0.107              -0.389               -0.27
            0.808181               0.808               0.107              -0.388              -0.271
            0.808381               0.808               0.108              -0.388              -0.271
            0.808581               0.809               0.109              -0.388              -0.272
            0.808781               0.809               0.109              -0.387              -0.273
            0.808981               0.809                0.11              -0.387              -0.274
            0.809181               0.809               0.111              -0.387              -0.274
            0.809381               0.809               0.111              -0.386              -0.275
            0.809581                0.81               0.112              -0.386              -0.276
            0.809781                0.81               0.113              -0.386              -0.277
            0.809981                0.81               0.114              -0.386              -0.277
            0.810181                0.81               0.114              -0.385              -0.278
            0.810381                0.81               0.115              -0.385              -0.279
            0.810581               0.811               0.116              -0.385               -0.28
            0.810781               0.811               0.116              -0.384               -0.28
            0.810981               0.811               0.117              -0.384              -0.281
            0.811181               0.811               0.118              -0.384              -0.282
            0.811381               0.811               0.118              -0.383              -0.282
            0.811581               0.812               0.119              -0.383              -0.283
            0.811781               0.812                0.12              -0.383              -0.284
            0.811981               0.812                0.12              -0.382              -0.285
            0.812181               0.812               0.121              -0.382              -0.285
            0.812381               0.812               0.122              -0.382              -0.286
            0.812581               0.813               0.122              -0.381              -0.287
            0.812781               0.813               0.123              -0.381              -0.287
            0.812981               0.813               0.124              -0.381              -0.288
            0.813181               0.813               0.125               -0.38              -0.289
            0.813381               0.813               0.125               -0.38               -0.29
            0.813581               0.814               0.126               -0.38               -0.29
            0.813781               0.814               0.127              -0.379              -0.291
            0.813981               0.814               0.127              -0.379              -0.292
            0.814181               0.814               0.128              -0.378              -0.292
            0.814381               0.814               0.129              -0.378              -0.293
            0.814581               0.815               0.129              -0.378              -0.294
            0.814781               0.815                0.13              -0.377              -0.295
            0.814981               0.815               0.131              -0.377              -0.295
            0.815182               0.815               0.131              -0.377              -0.296
            0.815382               0.815               0.132              -0.376              -0.297
            0.815582               0.816               0.133              -0.376              -0.297
            0.815782               0.816               0.134              -0.376              -0.298
            0.815982               0.816               0.134              -0.375              -0.299
            0.816182               0.816               0.135              -0.375              -0.299
            0.816382               0.816               0.136              -0.374                -0.3
            0.816582               0.817               0.136              -0.374              -0.301
            0.816782               0.817               0.137              -0.374              -0.301
            0.816982               0.817               0.138              -0.373              -0.302
            0.817182               0.817               0.138              -0.373              -0.303
            0.817382               0.817               0.139              -0.373              -0.304
            0.817582               0.818                0.14              -0.372              -0.304
            0.817782               0.818               0.141              -0.372              -0.305
            0.817982               0.818               0.141              -0.371              -0.306
            0.818182               0.818               0.142              -0.371              -0.306
            0.818382               0.818               0.143              -0.371              -0.307
            0.818582               0.819               0.143               -0.37              -0.308
            0.818782               0.819               0.144               -0.37              -0.308
            0.818982               0.819               0.145              -0.369              -0.309
            0.819182               0.819               0.146              -0.369               -0.31
            0.819382               0.819               0.146              -0.369               -0.31
            0.819582                0.82               0.147              -0.368              -0.311
            0.819782                0.82               0.148              -0.368              -0.312
            0.819982                0.82               0.148              -0.367              -0.312
            0.820182                0.82               0.149              -0.367              -0.313
            0.820382                0.82                0.15              -0.367              -0.314
            0.820582               0.821                0.15              -0.366              -0.314
            0.820782               0.821               0.151              -0.366              -0.315
            0.820982               0.821               0.152              -0.365              -0.316
            0.821182               0.821               0.153              -0.365              -0.316
            0.821382               0.821               0.153              -0.365              -0.317
            0.821582               0.822               0.154              -0.364              -0.318
            0.821782               0.822               0.155              -0.364              -0.318
            0.821982               0.822               0.155              -0.363              -0.319
            0.822182               0.822               0.156              -0.363               -0.32
            0.822382               0.822               0.157              -0.362               -0.32
            0.822582               0.823               0.158              -0.362              -0.321
            0.822782               0.823               0.158              -0.362              -0.322
            0.822982               0.823               0.159              -0.361              -0.322
            0.823182               0.823                0.16              -0.361              -0.323
            0.823382               0.823                0.16               -0.36              -0.323
            0.823582               0.824               0.161               -0.36              -0.324
            0.823782               0.824               0.162              -0.359              -0.325
            0.823982               0.824               0.163              -0.359              -0.325
            0.824182               0.824               0.163              -0.359              -0.326
            0.824382               0.824               0.164              -0.358              -0.327
            0.824582               0.825               0.165              -0.358              -0.327
            0.824782               0.825               0.166              -0.357              -0.328
            0.824982               0.825               0.166              -0.357              -0.329
            0.825183               0.825               0.167              -0.356              -0.329
            0.825383               0.825               0.168              -0.356               -0.33
            0.825583               0.826               0.168              -0.355               -0.33
            0.825783               0.826               0.169              -0.355              -0.331
            0.825983               0.826                0.17              -0.354              -0.332
            0.826183               0.826               0.171              -0.354              -0.332
            0.826383               0.826               0.171              -0.354              -0.333
            0.826583               0.827               0.172              -0.353              -0.333
            0.826783               0.827               0.173              -0.353              -0.334
            0.826983               0.827               0.173              -0.352              -0.335
            0.827183               0.827               0.174              -0.352              -0.335
            0.827383               0.827               0.175              -0.351              -0.336
            0.827583               0.828               0.176              -0.351              -0.337
            0.827783               0.828               0.176               -0.35              -0.337
            0.827983               0.828               0.177               -0.35              -0.338
            0.828183               0.828               0.178              -0.349              -0.338
            0.828383               0.828               0.179              -0.349              -0.339
            0.828583               0.829               0.179              -0.348               -0.34
            0.828783               0.829                0.18              -0.348               -0.34
            0.828983               0.829               0.181              -0.347              -0.341
            0.829183               0.829               0.181              -0.347              -0.341
            0.829383               0.829               0.182              -0.346              -0.342
            0.829583                0.83               0.183              -0.346              -0.342
            0.829783                0.83               0.184              -0.345              -0.343
            0.829983                0.83               0.184              -0.345              -0.344
            0.830183                0.83               0.185              -0.344              -0.344
            0.830383                0.83               0.186              -0.344              -0.345
            0.830583               0.831               0.187              -0.343              -0.345
            0.830783               0.831               0.187              -0.343              -0.346
            0.830983               0.831               0.188              -0.342              -0.347
            0.831183               0.831               0.189              -0.342              -0.347
            0.831383               0.831                0.19              -0.341              -0.348
            0.831583               0.832                0.19              -0.341              -0.348
            0.831783               0.832               0.191               -0.34              -0.349
            0.831983               0.832               0.192               -0.34              -0.349
            0.832183               0.832               0.193              -0.339               -0.35
            0.832383               0.832               0.193              -0.339               -0.35
            0.832583               0.833               0.194              -0.338              -0.351
            0.832783               0.833               0.195              -0.338              -0.352
            0.832983               0.833               0.195              -0.337              -0.352
            0.833183               0.833               0.196              -0.337              -0.353
            0.833383               0.833               0.197              -0.336              -0.353
            0.833583               0.834               0.198              -0.336              -0.354
            0.833783               0.834               0.198              -0.335              -0.354
            0.833983               0.834               0.199              -0.335              -0.355
            0.834183               0.834                 0.2              -0.334              -0.355
            0.834383               0.834               0.201              -0.334              -0.356
            0.834583               0.835               0.201              -0.333              -0.357
            0.834783               0.835               0.202              -0.333              -0.357
            0.834983               0.835               0.203              -0.332              -0.358
            0.835184               0.835               0.204              -0.331              -0.358
            0.835384               0.835               0.204              -0.331              -0.359
            0.835584               0.836               0.205               -0.33              -0.359
            0.835784               0.836               0.206               -0.33               -0.36
            0.835984               0.836               0.207              -0.329               -0.36
            0.836184               0.836               0.207              -0.329              -0.361
            0.836384               0.836               0.208              -0.328              -0.361
            0.836584               0.837               0.209              -0.328              -0.362
            0.836784               0.837                0.21              -0.327              -0.362
            0.836984               0.837                0.21              -0.326              -0.363
            0.837184               0.837               0.211              -0.326              -0.363
            0.837384               0.837               0.212              -0.325              -0.364
            0.837584               0.838               0.213              -0.325              -0.364
            0.837784               0.838               0.213              -0.324              -0.365
            0.837984               0.838               0.214              -0.324              -0.365
            0.838184               0.838               0.215              -0.323              -0.366
            0.838384               0.838               0.216              -0.322              -0.366
            0.838584               0.839               0.216              -0.322              -0.367
            0.838784               0.839               0.217              -0.321              -0.367
            0.838984               0.839               0.218              -0.321              -0.368
            0.839184               0.839               0.219               -0.32              -0.368
            0.839384               0.839               0.219               -0.32              -0.369
            0.839584                0.84                0.22              -0.319              -0.369
            0.839784                0.84               0.221              -0.318               -0.37
            0.839984                0.84               0.222              -0.318               -0.37
            0.840184                0.84               0.222              -0.317              -0.371
            0.840384                0.84               0.223              -0.317              -0.371
            0.840584               0.841               0.224              -0.316              -0.372
            0.840784               0.841               0.225              -0.315              -0.372
            0.840984               0.841               0.225              -0.315              -0.373
            0.841184               0.841               0.226              -0.314              -0.373
            0.841384               0.841               0.227              -0.314              -0.374
            0.841584               0.842               0.228              -0.313              -0.374
            0.841784               0.842               0.229              -0.312              -0.375
            0.841984               0.842               0.229              -0.312              -0.375
            0.842184               0.842                0.23              -0.311              -0.375
            0.842384               0.842               0.231              -0.311              -0.376
            0.842584               0.843               0.232               -0.31              -0.376
            0.842784               0.843               0.232              -0.309              -0.377
            0.842984               0.843               0.233              -0.309              -0.377
            0.843184               0.843               0.234              -0.308              -0.378
            0.843384               0.843               0.235              -0.307              -0.378
            0.843584               0.844               0.235              -0.307              -0.379
            0.843784               0.844               0.236              -0.306              -0.379
            0.843984               0.844               0.237              -0.306              -0.379
            0.844184               0.844               0.238              -0.305               -0.38
            0.844384               0.844               0.239              -0.304               -0.38
            0.844584               0.845               0.239              -0.304              -0.381
            0.844784               0.845                0.24              -0.303              -0.381
            0.844984               0.845               0.241              -0.302              -0.382
            0.845185               0.845               0.242              -0.302              -0.382
            0.845385               0.845               0.242              -0.301              -0.382
            0.845585               0.846               0.243                -0.3              -0.383
            0.845785               0.846               0.244                -0.3              -0.383
            0.845985               0.846               0.245              -0.299              -0.384
            0.846185               0.846               0.245              -0.299              -0.384
            0.846385               0.846               0.246              -0.298              -0.384
            0.846585               0.847               0.247              -0.297              -0.385
            0.846785               0.847               0.248              -0.297              -0.385
            0.846985               0.847               0.249              -0.296              -0.386
            0.847185               0.847               0.249              -0.295              -0.386
            0.847385               0.847                0.25              -0.295              -0.386
            0.847585               0.848               0.251              -0.294              -0.387
            0.847785               0.848               0.252              -0.293              -0.387
            0.847985               0.848               0.252              -0.293              -0.388
            0.848185               0.848               0.253              -0.292              -0.388
            0.848385               0.848               0.254              -0.291              -0.388
            0.848585               0.849               0.255              -0.291              -0.389
            0.848785               0.849               0.256               -0.29              -0.389
            0.848985               0.849               0.256              -0.289              -0.389
            0.849185               0.849               0.257              -0.288               -0.39
            0.849385               0.849               0.258              -0.288               -0.39
            0.849585                0.85               0.259              -0.287              -0.391
            0.849785                0.85               0.259              -0.286              -0.391
            0.849985                0.85                0.26              -0.286              -0.391
            0.850185                0.85               0.261              -0.285              -0.392
            0.850385                0.85               0.262              -0.284              -0.392
            0.850585               0.851               0.263              -0.284              -0.392
            0.850785               0.851               0.263              -0.283              -0.393
            0.850985               0.851               0.264              -0.282              -0.393
            0.851185               0.851               0.265              -0.282              -0.393
            0.851385               0.851               0.266              -0.281              -0.394
            0.851585               0.852               0.267               -0.28              -0.394
            0.851785               0.852               0.267              -0.279              -0.394
            0.851985               0.852               0.268              -0.279              -0.395
            0.852185               0.852               0.269              -0.278              -0.395
            0.852385               0.852                0.27              -0.277              -0.395
            0.852585               0.853                0.27              -0.277              -0.396
            0.852785               0.853               0.271              -0.276              -0.396
            0.852985               0.853               0.272              -0.275              -0.396
            0.853185               0.853               0.273              -0.274              -0.397
            0.853385               0.853               0.274              -0.274              -0.397
            0.853585               0.854               0.274              -0.273              -0.397
            0.853785               0.854               0.275              -0.272              -0.398
            0.853985               0.854               0.276              -0.271              -0.398
            0.854185               0.854               0.277              -0.271              -0.398
            0.854385               0.854               0.278               -0.27              -0.398
            0.854585               0.855               0.278              -0.269              -0.399
            0.854785               0.855               0.279              -0.268              -0.399
            0.854985               0.855                0.28              -0.268              -0.399
            0.855186               0.855               0.281              -0.267                -0.4
            0.855386               0.855               0.282              -0.266                -0.4
            0.855586               0.856               0.282              -0.265                -0.4
            0.855786               0.856               0.283              -0.265                -0.4
            0.855986               0.856               0.284              -0.264              -0.401
            0.856186               0.856               0.285              -0.263              -0.401
            0.856386               0.856               0.286              -0.262              -0.401
            0.856586               0.857               0.286              -0.262              -0.401
            0.856786               0.857               0.287              -0.261              -0.402
            0.856986               0.857               0.288               -0.26              -0.402
            0.857186               0.857               0.289              -0.259              -0.402
            0.857386               0.857                0.29              -0.259              -0.402
            0.857586               0.858                0.29              -0.258              -0.403
            0.857786               0.858               0.291              -0.257              -0.403
            0.857986               0.858               0.292              -0.256              -0.403
            0.858186               0.858               0.293              -0.256              -0.403
            0.858386               0.858               0.294              -0.255              -0.404
            0.858586               0.859               0.294              -0.254              -0.404
            0.858786               0.859               0.295              -0.253              -0.404
            0.858986               0.859               0.296              -0.252              -0.404
            0.859186               0.859               0.297              -0.252              -0.405
            0.859386               0.859               0.298              -0.251              -0.405
            0.859586                0.86               0.298               -0.25              -0.405
            0.859786                0.86               0.299              -0.249              -0.405
            0.859986                0.86                 0.3              -0.248              -0.405
            0.860186                0.86               0.301              -0.248              -0.406
            0.860386                0.86               0.302              -0.247              -0.406
            0.860586               0.861               0.303              -0.246              -0.406
            0.860786               0.861               0.303              -0.245              -0.406
            0.860986               0.861               0.304              -0.244              -0.406
            0.861186               0.861               0.305              -0.244              -0.407
            0.861386               0.861               0.306              -0.243              -0.407
            0.861586               0.862               0.307              -0.242              -0.407
            0.861786               0.862               0.307              -0.241              -0.407
            0.861986               0.862               0.308               -0.24              -0.407
            0.862186               0.862               0.309               -0.24              -0.408
            0.862386               0.862                0.31              -0.239              -0.408
            0.862586               0.863               0.311              -0.238              -0.408
            0.862786               0.863               0.311              -0.237              -0.408
            0.862986               0.863               0.312              -0.236              -0.408
            0.863186               0.863               0.313              -0.235              -0.408
            0.863386               0.863               0.314              -0.235              -0.408
            0.863586               0.864               0.315              -0.234              -0.409
            0.863786               0.864               0.316              -0.233              -0.409
            0.863986               0.864               0.316              -0.232              -0.409
            0.864186               0.864               0.317              -0.231              -0.409
            0.864386               0.864               0.318               -0.23              -0.409
            0.864586               0.865               0.319              -0.229              -0.409
            0.864786               0.865                0.32              -0.229              -0.409
            0.864986               0.865                0.32              -0.228               -0.41
            0.865187               0.865               0.321              -0.227               -0.41
            0.865387               0.865               0.322              -0.226               -0.41
            0.865587               0.866               0.323              -0.225               -0.41
            0.865787               0.866               0.324              -0.224               -0.41
            0.865987               0.866               0.325              -0.223               -0.41
            0.866187               0.866               0.325              -0.223               -0.41
            0.866387               0.866               0.326              -0.222               -0.41
            0.866587               0.867               0.327              -0.221               -0.41
            0.866787               0.867               0.328               -0.22              -0.411
            0.866987               0.867               0.329              -0.219              -0.411
            0.867187               0.867                0.33              -0.218              -0.411
            0.867387               0.867                0.33              -0.217              -0.411
            0.867587               0.868               0.331              -0.216              -0.411
            0.867787               0.868               0.332              -0.216              -0.411
            0.867987               0.868               0.333              -0.215              -0.411
            0.868187               0.868               0.334              -0.214              -0.411
            0.868387               0.868               0.335              -0.213              -0.411
            0.868587               0.869               0.335              -0.212              -0.411
            0.868787               0.869               0.336              -0.211              -0.411
            0.868987               0.869               0.337               -0.21              -0.411
            0.869187               0.869               0.338              -0.209              -0.411
            0.869387               0.869               0.339              -0.208              -0.411
            0.869587                0.87                0.34              -0.207              -0.411
            0.869787                0.87                0.34              -0.207              -0.412
            0.869987                0.87               0.341              -0.206              -0.412
            0.870187                0.87               0.342              -0.205              -0.412
            0.870387                0.87               0.343              -0.204              -0.412
            0.870587               0.871               0.344              -0.203              -0.412
            0.870787               0.871               0.345              -0.202              -0.412
            0.870987               0.871               0.345              -0.201              -0.412
            0.871187               0.871               0.346                -0.2              -0.412
            0.871387               0.871               0.347              -0.199              -0.412
            0.871587               0.872               0.348              -0.198              -0.412
            0.871787               0.872               0.349              -0.197              -0.412
            0.871987               0.872                0.35              -0.196              -0.412
            0.872187               0.872                0.35              -0.195              -0.412
            0.872387               0.872               0.351              -0.195              -0.412
            0.872587               0.873               0.352              -0.194              -0.412
            0.872787               0.873               0.353              -0.193              -0.412
            0.872987               0.873               0.354              -0.192              -0.412
            0.873187               0.873               0.355              -0.191              -0.412
            0.873387               0.873               0.355               -0.19              -0.412
            0.873587               0.874               0.356              -0.189              -0.412
            0.873787               0.874               0.357              -0.188              -0.412
            0.873987               0.874               0.358              -0.187              -0.411
            0.874187               0.874               0.359              -0.186              -0.411
            0.874387               0.874                0.36              -0.185              -0.411
            0.874587               0.875               0.361              -0.184              -0.411
            0.874787               0.875               0.361              -0.183              -0.411
            0.874987               0.875               0.362              -0.182              -0.411
            0.875188               0.875               0.363              -0.181              -0.411
            0.875388               0.875               0.364               -0.18              -0.411
            0.875588               0.876               0.365              -0.179              -0.411
            0.875788               0.876               0.366              -0.178              -0.411
            0.875988               0.876               0.367              -0.177              -0.411
            0.876188               0.876               0.367              -0.176              -0.411
            0.876388               0.876               0.368              -0.175              -0.411
            0.876588               0.877               0.369              -0.174              -0.411
            0.876788               0.877                0.37              -0.173               -0.41
            0.876988               0.877               0.371              -0.172               -0.41
            0.877188               0.877               0.372              -0.171               -0.41
            0.877388               0.877               0.372               -0.17               -0.41
            0.877588               0.878               0.373              -0.169               -0.41
