                   x               P1(x)               P3(x)               P5(x)               P7(x)
           -0.546555              -0.547               0.412                0.02              -0.297
           -0.546355              -0.546               0.412               0.019              -0.297
           -0.546155              -0.546               0.412               0.019              -0.297
           -0.545955              -0.546               0.412               0.018              -0.296
           -0.545755              -0.546               0.412               0.018              -0.296
           -0.545555              -0.546               0.412               0.017              -0.296
           -0.545355              -0.545               0.413               0.017              -0.296
           -0.545155              -0.545               0.413               0.016              -0.295
           -0.544954              -0.545               0.413               0.016              -0.295
           -0.544754              -0.545               0.413               0.015              -0.295
           -0.544554              -0.545               0.413               0.015              -0.295
           -0.544354              -0.544               0.413               0.014              -0.294
           -0.544154              -0.544               0.413               0.014              -0.294
           -0.543954              -0.544               0.414               0.013              -0.294
           -0.543754              -0.544               0.414               0.013              -0.294
           -0.543554              -0.544               0.414               0.012              -0.293
           -0.543354              -0.543               0.414               0.012              -0.293
           -0.543154              -0.543               0.414               0.011              -0.293
           -0.542954              -0.543               0.414               0.011              -0.293
           -0.542754              -0.543               0.414                0.01              -0.292
           -0.542554              -0.543               0.415                0.01              -0.292
           -0.542354              -0.542               0.415               0.009              -0.292
           -0.542154              -0.542               0.415               0.009              -0.292
           -0.541954              -0.542               0.415               0.008              -0.292
           -0.541754              -0.542               0.415               0.008              -0.291
           -0.541554              -0.542               0.415               0.008              -0.291
           -0.541354              -0.541               0.415               0.007              -0.291
           -0.541154              -0.541               0.416               0.007              -0.291
           -0.540954              -0.541               0.416               0.006               -0.29
           -0.540754              -0.541               0.416               0.006               -0.29
           -0.540554              -0.541               0.416               0.005               -0.29
           -0.540354               -0.54               0.416               0.005               -0.29
           -0.540154               -0.54               0.416               0.004              -0.289
           -0.539954               -0.54               0.416               0.004              -0.289
           -0.539754               -0.54               0.417               0.003              -0.289
           -0.539554               -0.54               0.417               0.003              -0.288
           -0.539354              -0.539               0.417               0.002              -0.288
           -0.539154              -0.539               0.417               0.002              -0.288
           -0.538954              -0.539               0.417               0.001              -0.288
           -0.538754              -0.539               0.417               0.001              -0.287
           -0.538554              -0.539               0.417                   0              -0.287
           -0.538354              -0.538               0.417                  -0              -0.287
           -0.538154              -0.538               0.418              -0.001              -0.287
           -0.537954              -0.538               0.418              -0.001              -0.286
           -0.537754              -0.538               0.418              -0.002              -0.286
           -0.537554              -0.538               0.418              -0.002              -0.286
           -0.537354              -0.537               0.418              -0.003              -0.286
           -0.537154              -0.537               0.418              -0.003              -0.285
           -0.536954              -0.537               0.418              -0.004              -0.285
           -0.536754              -0.537               0.419              -0.004              -0.285
           -0.536554              -0.537               0.419              -0.005              -0.285
           -0.536354              -0.536               0.419              -0.005              -0.284
           -0.536154              -0.536               0.419              -0.006              -0.284
           -0.535954              -0.536               0.419              -0.006              -0.284
           -0.535754              -0.536               0.419              -0.007              -0.283
           -0.535554              -0.536               0.419              -0.007              -0.283
           -0.535354              -0.535               0.419              -0.008              -0.283
           -0.535154              -0.535                0.42              -0.008              -0.283
           -0.534953              -0.535                0.42              -0.009              -0.282
           -0.534753              -0.535                0.42              -0.009              -0.282
           -0.534553              -0.535                0.42              -0.009              -0.282
           -0.534353              -0.534                0.42               -0.01              -0.282
           -0.534153              -0.534                0.42               -0.01              -0.281
           -0.533953              -0.534                0.42              -0.011              -0.281
           -0.533753              -0.534                0.42              -0.011              -0.281
           -0.533553              -0.534               0.421              -0.012               -0.28
           -0.533353              -0.533               0.421              -0.012               -0.28
           -0.533153              -0.533               0.421              -0.013               -0.28
           -0.532953              -0.533               0.421              -0.013               -0.28
           -0.532753              -0.533               0.421              -0.014              -0.279
           -0.532553              -0.533               0.421              -0.014              -0.279
           -0.532353              -0.532               0.421              -0.015              -0.279
           -0.532153              -0.532               0.421              -0.015              -0.278
           -0.531953              -0.532               0.422              -0.016              -0.278
           -0.531753              -0.532               0.422              -0.016              -0.278
           -0.531553              -0.532               0.422              -0.017              -0.278
           -0.531353              -0.531               0.422              -0.017              -0.277
           -0.531153              -0.531               0.422              -0.018              -0.277
           -0.530953              -0.531               0.422              -0.018              -0.277
           -0.530753              -0.531               0.422              -0.019              -0.276
           -0.530553              -0.531               0.422              -0.019              -0.276
           -0.530353               -0.53               0.423               -0.02              -0.276
           -0.530153               -0.53               0.423               -0.02              -0.276
           -0.529953               -0.53               0.423              -0.021              -0.275
           -0.529753               -0.53               0.423              -0.021              -0.275
           -0.529553               -0.53               0.423              -0.021              -0.275
           -0.529353              -0.529               0.423              -0.022              -0.274
           -0.529153              -0.529               0.423              -0.022              -0.274
           -0.528953              -0.529               0.423              -0.023              -0.274
           -0.528753              -0.529               0.424              -0.023              -0.273
           -0.528553              -0.529               0.424              -0.024              -0.273
           -0.528353              -0.528               0.424              -0.024              -0.273
           -0.528153              -0.528               0.424              -0.025              -0.273
           -0.527953              -0.528               0.424              -0.025              -0.272
           -0.527753              -0.528               0.424              -0.026              -0.272
           -0.527553              -0.528               0.424              -0.026              -0.272
           -0.527353              -0.527               0.424              -0.027              -0.271
           -0.527153              -0.527               0.425              -0.027              -0.271
           -0.526953              -0.527               0.425              -0.028              -0.271
           -0.526753              -0.527               0.425              -0.028               -0.27
           -0.526553              -0.527               0.425              -0.029               -0.27
           -0.526353              -0.526               0.425              -0.029               -0.27
           -0.526153              -0.526               0.425               -0.03              -0.269
           -0.525953              -0.526               0.425               -0.03              -0.269
           -0.525753              -0.526               0.425              -0.031              -0.269
           -0.525553              -0.526               0.425              -0.031              -0.269
           -0.525353              -0.525               0.426              -0.031              -0.268
           -0.525153              -0.525               0.426              -0.032              -0.268
           -0.524952              -0.525               0.426              -0.032              -0.268
           -0.524752              -0.525               0.426              -0.033              -0.267
           -0.524552              -0.525               0.426              -0.033              -0.267
           -0.524352              -0.524               0.426              -0.034              -0.267
           -0.524152              -0.524               0.426              -0.034              -0.266
           -0.523952              -0.524               0.426              -0.035              -0.266
           -0.523752              -0.524               0.426              -0.035              -0.266
           -0.523552              -0.524               0.427              -0.036              -0.265
           -0.523352              -0.523               0.427              -0.036              -0.265
           -0.523152              -0.523               0.427              -0.037              -0.265
           -0.522952              -0.523               0.427              -0.037              -0.264
           -0.522752              -0.523               0.427              -0.038              -0.264
           -0.522552              -0.523               0.427              -0.038              -0.264
           -0.522352              -0.522               0.427              -0.039              -0.263
           -0.522152              -0.522               0.427              -0.039              -0.263
           -0.521952              -0.522               0.427               -0.04              -0.263
           -0.521752              -0.522               0.428               -0.04              -0.262
           -0.521552              -0.522               0.428               -0.04              -0.262
           -0.521352              -0.521               0.428              -0.041              -0.262
           -0.521152              -0.521               0.428              -0.041              -0.262
           -0.520952              -0.521               0.428              -0.042              -0.261
           -0.520752              -0.521               0.428              -0.042              -0.261
           -0.520552              -0.521               0.428              -0.043              -0.261
           -0.520352               -0.52               0.428              -0.043               -0.26
           -0.520152               -0.52               0.428              -0.044               -0.26
           -0.519952               -0.52               0.429              -0.044               -0.26
           -0.519752               -0.52               0.429              -0.045              -0.259
           -0.519552               -0.52               0.429              -0.045              -0.259
           -0.519352              -0.519               0.429              -0.046              -0.259
           -0.519152              -0.519               0.429              -0.046              -0.258
           -0.518952              -0.519               0.429              -0.047              -0.258
           -0.518752              -0.519               0.429              -0.047              -0.258
           -0.518552              -0.519               0.429              -0.047              -0.257
           -0.518352              -0.518               0.429              -0.048              -0.257
           -0.518152              -0.518               0.429              -0.048              -0.257
           -0.517952              -0.518                0.43              -0.049              -0.256
           -0.517752              -0.518                0.43              -0.049              -0.256
           -0.517552              -0.518                0.43               -0.05              -0.255
           -0.517352              -0.517                0.43               -0.05              -0.255
           -0.517152              -0.517                0.43              -0.051              -0.255
           -0.516952              -0.517                0.43              -0.051              -0.254
           -0.516752              -0.517                0.43              -0.052              -0.254
           -0.516552              -0.517                0.43              -0.052              -0.254
           -0.516352              -0.516                0.43              -0.053              -0.253
           -0.516152              -0.516                0.43              -0.053              -0.253
           -0.515952              -0.516               0.431              -0.054              -0.253
           -0.515752              -0.516               0.431              -0.054              -0.252
           -0.515552              -0.516               0.431              -0.054              -0.252
           -0.515352              -0.515               0.431              -0.055              -0.252
           -0.515152              -0.515               0.431              -0.055              -0.251
           -0.514951              -0.515               0.431              -0.056              -0.251
           -0.514751              -0.515               0.431              -0.056              -0.251
           -0.514551              -0.515               0.431              -0.057               -0.25
           -0.514351              -0.514               0.431              -0.057               -0.25
           -0.514151              -0.514               0.431              -0.058               -0.25
           -0.513951              -0.514               0.432              -0.058              -0.249
           -0.513751              -0.514               0.432              -0.059              -0.249
           -0.513551              -0.514               0.432              -0.059              -0.249
           -0.513351              -0.513               0.432               -0.06              -0.248
           -0.513151              -0.513               0.432               -0.06              -0.248
           -0.512951              -0.513               0.432               -0.06              -0.247
           -0.512751              -0.513               0.432              -0.061              -0.247
           -0.512551              -0.513               0.432              -0.061              -0.247
           -0.512351              -0.512               0.432              -0.062              -0.246
           -0.512151              -0.512               0.432              -0.062              -0.246
           -0.511951              -0.512               0.432              -0.063              -0.246
           -0.511751              -0.512               0.433              -0.063              -0.245
           -0.511551              -0.512               0.433              -0.064              -0.245
           -0.511351              -0.511               0.433              -0.064              -0.245
           -0.511151              -0.511               0.433              -0.065              -0.244
           -0.510951              -0.511               0.433              -0.065              -0.244
           -0.510751              -0.511               0.433              -0.066              -0.244
           -0.510551              -0.511               0.433              -0.066              -0.243
           -0.510351               -0.51               0.433              -0.066              -0.243
           -0.510151               -0.51               0.433              -0.067              -0.242
           -0.509951               -0.51               0.433              -0.067              -0.242
           -0.509751               -0.51               0.433              -0.068              -0.242
           -0.509551               -0.51               0.434              -0.068              -0.241
           -0.509351              -0.509               0.434              -0.069              -0.241
           -0.509151              -0.509               0.434              -0.069              -0.241
           -0.508951              -0.509               0.434               -0.07               -0.24
           -0.508751              -0.509               0.434               -0.07               -0.24
           -0.508551              -0.509               0.434              -0.071               -0.24
           -0.508351              -0.508               0.434              -0.071              -0.239
           -0.508151              -0.508               0.434              -0.071              -0.239
           -0.507951              -0.508               0.434              -0.072              -0.238
           -0.507751              -0.508               0.434              -0.072              -0.238
           -0.507551              -0.508               0.434              -0.073              -0.238
           -0.507351              -0.507               0.435              -0.073              -0.237
           -0.507151              -0.507               0.435              -0.074              -0.237
           -0.506951              -0.507               0.435              -0.074              -0.237
           -0.506751              -0.507               0.435              -0.075              -0.236
           -0.506551              -0.507               0.435              -0.075              -0.236
           -0.506351              -0.506               0.435              -0.076              -0.235
           -0.506151              -0.506               0.435              -0.076              -0.235
           -0.505951              -0.506               0.435              -0.076              -0.235
           -0.505751              -0.506               0.435              -0.077              -0.234
           -0.505551              -0.506               0.435              -0.077              -0.234
           -0.505351              -0.505               0.435              -0.078              -0.234
           -0.505151              -0.505               0.435              -0.078              -0.233
            -0.50495              -0.505               0.436              -0.079              -0.233
            -0.50475              -0.505               0.436              -0.079              -0.232
            -0.50455              -0.505               0.436               -0.08              -0.232
            -0.50435              -0.504               0.436               -0.08              -0.232
            -0.50415              -0.504               0.436              -0.081              -0.231
            -0.50395              -0.504               0.436              -0.081              -0.231
            -0.50375              -0.504               0.436              -0.081               -0.23
            -0.50355              -0.504               0.436              -0.082               -0.23
            -0.50335              -0.503               0.436              -0.082               -0.23
            -0.50315              -0.503               0.436              -0.083              -0.229
            -0.50295              -0.503               0.436              -0.083              -0.229
            -0.50275              -0.503               0.436              -0.084              -0.229
            -0.50255              -0.503               0.437              -0.084              -0.228
            -0.50235              -0.502               0.437              -0.085              -0.228
            -0.50215              -0.502               0.437              -0.085              -0.227
            -0.50195              -0.502               0.437              -0.085              -0.227
            -0.50175              -0.502               0.437              -0.086              -0.227
            -0.50155              -0.502               0.437              -0.086              -0.226
            -0.50135              -0.501               0.437              -0.087              -0.226
            -0.50115              -0.501               0.437              -0.087              -0.225
            -0.50095              -0.501               0.437              -0.088              -0.225
            -0.50075              -0.501               0.437              -0.088              -0.225
            -0.50055              -0.501               0.437              -0.089              -0.224
            -0.50035                -0.5               0.437              -0.089              -0.224
            -0.50015                -0.5               0.437               -0.09              -0.223
            -0.49995                -0.5               0.438               -0.09              -0.223
            -0.49975                -0.5               0.438               -0.09              -0.223
            -0.49955                -0.5               0.438              -0.091              -0.222
            -0.49935              -0.499               0.438              -0.091              -0.222
            -0.49915              -0.499               0.438              -0.092              -0.221
            -0.49895              -0.499               0.438              -0.092              -0.221
            -0.49875              -0.499               0.438              -0.093              -0.221
            -0.49855              -0.499               0.438              -0.093               -0.22
            -0.49835              -0.498               0.438              -0.094               -0.22
            -0.49815              -0.498               0.438              -0.094              -0.219
            -0.49795              -0.498               0.438              -0.094              -0.219
            -0.49775              -0.498               0.438              -0.095              -0.219
            -0.49755              -0.498               0.438              -0.095              -0.218
            -0.49735              -0.497               0.438              -0.096              -0.218
            -0.49715              -0.497               0.439              -0.096              -0.217
            -0.49695              -0.497               0.439              -0.097              -0.217
            -0.49675              -0.497               0.439              -0.097              -0.217
            -0.49655              -0.497               0.439              -0.097              -0.216
            -0.49635              -0.496               0.439              -0.098              -0.216
            -0.49615              -0.496               0.439              -0.098              -0.215
            -0.49595              -0.496               0.439              -0.099              -0.215
            -0.49575              -0.496               0.439              -0.099              -0.215
            -0.49555              -0.496               0.439                -0.1              -0.214
            -0.49535              -0.495               0.439                -0.1              -0.214
            -0.49515              -0.495               0.439              -0.101              -0.213
           -0.494949              -0.495               0.439              -0.101              -0.213
           -0.494749              -0.495               0.439              -0.101              -0.213
           -0.494549              -0.495               0.439              -0.102              -0.212
           -0.494349              -0.494               0.439              -0.102              -0.212
           -0.494149              -0.494                0.44              -0.103              -0.211
           -0.493949              -0.494                0.44              -0.103              -0.211
           -0.493749              -0.494                0.44              -0.104              -0.211
           -0.493549              -0.494                0.44              -0.104               -0.21
           -0.493349              -0.493                0.44              -0.105               -0.21
           -0.493149              -0.493                0.44              -0.105              -0.209
           -0.492949              -0.493                0.44              -0.105              -0.209
           -0.492749              -0.493                0.44              -0.106              -0.208
           -0.492549              -0.493                0.44              -0.106              -0.208
           -0.492349              -0.492                0.44              -0.107              -0.208
           -0.492149              -0.492                0.44              -0.107              -0.207
           -0.491949              -0.492                0.44              -0.108              -0.207
           -0.491749              -0.492                0.44              -0.108              -0.206
           -0.491549              -0.492                0.44              -0.108              -0.206
           -0.491349              -0.491                0.44              -0.109              -0.206
           -0.491149              -0.491               0.441              -0.109              -0.205
           -0.490949              -0.491               0.441               -0.11              -0.205
           -0.490749              -0.491               0.441               -0.11              -0.204
           -0.490549              -0.491               0.441              -0.111              -0.204
           -0.490349               -0.49               0.441              -0.111              -0.203
           -0.490149               -0.49               0.441              -0.111              -0.203
           -0.489949               -0.49               0.441              -0.112              -0.203
           -0.489749               -0.49               0.441              -0.112              -0.202
           -0.489549               -0.49               0.441              -0.113              -0.202
           -0.489349              -0.489               0.441              -0.113              -0.201
           -0.489149              -0.489               0.441              -0.114              -0.201
           -0.488949              -0.489               0.441              -0.114                -0.2
           -0.488749              -0.489               0.441              -0.114                -0.2
           -0.488549              -0.489               0.441              -0.115                -0.2
           -0.488349              -0.488               0.441              -0.115              -0.199
           -0.488149              -0.488               0.441              -0.116              -0.199
           -0.487949              -0.488               0.441              -0.116              -0.198
           -0.487749              -0.488               0.442              -0.117              -0.198
           -0.487549              -0.488               0.442              -0.117              -0.198
           -0.487349              -0.487               0.442              -0.117              -0.197
           -0.487149              -0.487               0.442              -0.118              -0.197
           -0.486949              -0.487               0.442              -0.118              -0.196
           -0.486749              -0.487               0.442              -0.119              -0.196
           -0.486549              -0.487               0.442              -0.119              -0.195
           -0.486349              -0.486               0.442               -0.12              -0.195
           -0.486149              -0.486               0.442               -0.12              -0.195
           -0.485949              -0.486               0.442               -0.12              -0.194
           -0.485749              -0.486               0.442              -0.121              -0.194
           -0.485549              -0.486               0.442              -0.121              -0.193
           -0.485349              -0.485               0.442              -0.122              -0.193
           -0.485149              -0.485               0.442              -0.122              -0.192
           -0.484948              -0.485               0.442              -0.123              -0.192
           -0.484748              -0.485               0.442              -0.123              -0.191
           -0.484548              -0.485               0.442              -0.123              -0.191
           -0.484348              -0.484               0.442              -0.124              -0.191
           -0.484148              -0.484               0.443              -0.124               -0.19
           -0.483948              -0.484               0.443              -0.125               -0.19
           -0.483748              -0.484               0.443              -0.125              -0.189
           -0.483548              -0.484               0.443              -0.126              -0.189
           -0.483348              -0.483               0.443              -0.126              -0.188
           -0.483148              -0.483               0.443              -0.126              -0.188
           -0.482948              -0.483               0.443              -0.127              -0.188
           -0.482748              -0.483               0.443              -0.127              -0.187
           -0.482548              -0.483               0.443              -0.128              -0.187
           -0.482348              -0.482               0.443              -0.128              -0.186
           -0.482148              -0.482               0.443              -0.128              -0.186
           -0.481948              -0.482               0.443              -0.129              -0.185
           -0.481748              -0.482               0.443              -0.129              -0.185
           -0.481548              -0.482               0.443               -0.13              -0.184
           -0.481348              -0.481               0.443               -0.13              -0.184
           -0.481148              -0.481               0.443              -0.131              -0.184
           -0.480948              -0.481               0.443              -0.131              -0.183
           -0.480748              -0.481               0.443              -0.131              -0.183
           -0.480548              -0.481               0.443              -0.132              -0.182
           -0.480348               -0.48               0.443              -0.132              -0.182
           -0.480148               -0.48               0.443              -0.133              -0.181
           -0.479948               -0.48               0.444              -0.133              -0.181
           -0.479748               -0.48               0.444              -0.134              -0.181
           -0.479548               -0.48               0.444              -0.134               -0.18
           -0.479348              -0.479               0.444              -0.134               -0.18
           -0.479148              -0.479               0.444              -0.135              -0.179
           -0.478948              -0.479               0.444              -0.135              -0.179
           -0.478748              -0.479               0.444              -0.136              -0.178
           -0.478548              -0.479               0.444              -0.136              -0.178
           -0.478348              -0.478               0.444              -0.136              -0.177
           -0.478148              -0.478               0.444              -0.137              -0.177
           -0.477948              -0.478               0.444              -0.137              -0.176
           -0.477748              -0.478               0.444              -0.138              -0.176
           -0.477548              -0.478               0.444              -0.138              -0.176
           -0.477348              -0.477               0.444              -0.138              -0.175
           -0.477148              -0.477               0.444              -0.139              -0.175
           -0.476948              -0.477               0.444              -0.139              -0.174
           -0.476748              -0.477               0.444               -0.14              -0.174
           -0.476548              -0.477               0.444               -0.14              -0.173
           -0.476348              -0.476               0.444              -0.141              -0.173
           -0.476148              -0.476               0.444              -0.141              -0.172
           -0.475948              -0.476               0.444              -0.141              -0.172
           -0.475748              -0.476               0.444              -0.142              -0.172
           -0.475548              -0.476               0.444              -0.142              -0.171
           -0.475348              -0.475               0.445              -0.143              -0.171
           -0.475148              -0.475               0.445              -0.143               -0.17
           -0.474947              -0.475               0.445              -0.143               -0.17
           -0.474747              -0.475               0.445              -0.144              -0.169
           -0.474547              -0.475               0.445              -0.144              -0.169
           -0.474347              -0.474               0.445              -0.145              -0.168
           -0.474147              -0.474               0.445              -0.145              -0.168
           -0.473947              -0.474               0.445              -0.145              -0.167
           -0.473747              -0.474               0.445              -0.146              -0.167
           -0.473547              -0.474               0.445              -0.146              -0.167
           -0.473347              -0.473               0.445              -0.147              -0.166
           -0.473147              -0.473               0.445              -0.147              -0.166
           -0.472947              -0.473               0.445              -0.147              -0.165
           -0.472747              -0.473               0.445              -0.148              -0.165
           -0.472547              -0.473               0.445              -0.148              -0.164
           -0.472347              -0.472               0.445              -0.149              -0.164
           -0.472147              -0.472               0.445              -0.149              -0.163
           -0.471947              -0.472               0.445              -0.149              -0.163
           -0.471747              -0.472               0.445               -0.15              -0.162
           -0.471547              -0.472               0.445               -0.15              -0.162
           -0.471347              -0.471               0.445              -0.151              -0.161
           -0.471147              -0.471               0.445              -0.151              -0.161
           -0.470947              -0.471               0.445              -0.152              -0.161
           -0.470747              -0.471               0.445              -0.152               -0.16
           -0.470547              -0.471               0.445              -0.152               -0.16
           -0.470347               -0.47               0.445              -0.153              -0.159
           -0.470147               -0.47               0.445              -0.153              -0.159
           -0.469947               -0.47               0.445              -0.154              -0.158
           -0.469747               -0.47               0.445              -0.154              -0.158
           -0.469547               -0.47               0.446              -0.154              -0.157
           -0.469347              -0.469               0.446              -0.155              -0.157
           -0.469147              -0.469               0.446              -0.155              -0.156
           -0.468947              -0.469               0.446              -0.156              -0.156
           -0.468747              -0.469               0.446              -0.156              -0.155
           -0.468547              -0.469               0.446              -0.156              -0.155
           -0.468347              -0.468               0.446              -0.157              -0.155
           -0.468147              -0.468               0.446              -0.157              -0.154
           -0.467947              -0.468               0.446              -0.158              -0.154
           -0.467747              -0.468               0.446              -0.158              -0.153
           -0.467547              -0.468               0.446              -0.158              -0.153
           -0.467347              -0.467               0.446              -0.159              -0.152
           -0.467147              -0.467               0.446              -0.159              -0.152
           -0.466947              -0.467               0.446              -0.159              -0.151
           -0.466747              -0.467               0.446               -0.16              -0.151
           -0.466547              -0.467               0.446               -0.16               -0.15
           -0.466347              -0.466               0.446              -0.161               -0.15
           -0.466147              -0.466               0.446              -0.161              -0.149
           -0.465947              -0.466               0.446              -0.161              -0.149
           -0.465747              -0.466               0.446              -0.162              -0.148
           -0.465547              -0.466               0.446              -0.162              -0.148
           -0.465347              -0.465               0.446              -0.163              -0.148
           -0.465147              -0.465               0.446              -0.163              -0.147
           -0.464946              -0.465               0.446              -0.163              -0.147
           -0.464746              -0.465               0.446              -0.164              -0.146
           -0.464546              -0.465               0.446              -0.164              -0.146
           -0.464346              -0.464               0.446              -0.165              -0.145
           -0.464146              -0.464               0.446              -0.165              -0.145
           -0.463946              -0.464               0.446              -0.165              -0.144
           -0.463746              -0.464               0.446              -0.166              -0.144
           -0.463546              -0.464               0.446              -0.166              -0.143
           -0.463346              -0.463               0.446              -0.167              -0.143
           -0.463146              -0.463               0.446              -0.167              -0.142
           -0.462946              -0.463               0.446              -0.167              -0.142
           -0.462746              -0.463               0.446              -0.168              -0.141
           -0.462546              -0.463               0.446              -0.168              -0.141
           -0.462346              -0.462               0.446              -0.168               -0.14
           -0.462146              -0.462               0.446              -0.169               -0.14
           -0.461946              -0.462               0.446              -0.169              -0.139
           -0.461746              -0.462               0.446               -0.17              -0.139
           -0.461546              -0.462               0.447               -0.17              -0.139
           -0.461346              -0.461               0.447               -0.17              -0.138
           -0.461146              -0.461               0.447              -0.171              -0.138
           -0.460946              -0.461               0.447              -0.171              -0.137
           -0.460746              -0.461               0.447              -0.172              -0.137
           -0.460546              -0.461               0.447              -0.172              -0.136
           -0.460346               -0.46               0.447              -0.172              -0.136
           -0.460146               -0.46               0.447              -0.173              -0.135
           -0.459946               -0.46               0.447              -0.173              -0.135
           -0.459746               -0.46               0.447              -0.173              -0.134
           -0.459546               -0.46               0.447              -0.174              -0.134
           -0.459346              -0.459               0.447              -0.174              -0.133
           -0.459146              -0.459               0.447              -0.175              -0.133
           -0.458946              -0.459               0.447              -0.175              -0.132
           -0.458746              -0.459               0.447              -0.175              -0.132
           -0.458546              -0.459               0.447              -0.176              -0.131
           -0.458346              -0.458               0.447              -0.176              -0.131
           -0.458146              -0.458               0.447              -0.177               -0.13
           -0.457946              -0.458               0.447              -0.177               -0.13
           -0.457746              -0.458               0.447              -0.177              -0.129
           -0.457546              -0.458               0.447              -0.178              -0.129
