              x          T3(x)          T5(x)          T7(x)          T9(x)
         -0.006      0.0179991     -0.0299957      0.0419879     -0.0539741
         -0.004      0.0119997     -0.0199987      0.0279964     -0.0359923
         -0.002     0.00599997    -0.00999984      0.0139996      -0.017999
              0             -0              0             -0              0
          0.002    -0.00599997     0.00999984     -0.0139996       0.017999
          0.004     -0.0119997      0.0199987     -0.0279964      0.0359923
          0.006     -0.0179991      0.0299957     -0.0419879      0.0539741
          0.008      -0.023998      0.0399898     -0.0559713      0.0719386
           0.01      -0.029996        0.04998      -0.069944        0.08988
          0.012     -0.0359931      0.0599654     -0.0839033       0.107793
          0.014      -0.041989      0.0699451     -0.0978464       0.125671
          0.016     -0.0479836      0.0799181      -0.111771       0.143509
          0.018     -0.0539767      0.0898834      -0.125674       0.161301
           0.02      -0.059968      0.0998401      -0.139552       0.179041
          0.022     -0.0659574       0.109787      -0.153404       0.196724
          0.024     -0.0719447       0.119724      -0.167227       0.214345
          0.026     -0.0779297       0.129649      -0.181017       0.231896
          0.028     -0.0839122       0.139561      -0.194773       0.249373
           0.03      -0.089892        0.14946      -0.208491        0.26677
          0.032     -0.0958689       0.159345      -0.222169       0.284082
          0.034      -0.101843       0.169215      -0.235804       0.301303
          0.036      -0.107813       0.179068      -0.249394       0.318427
          0.038      -0.113781       0.188904      -0.262936        0.33545
           0.04      -0.119744       0.198722      -0.276427       0.352364
          0.042      -0.125704        0.20852      -0.289866       0.369166
          0.044      -0.131659       0.218299      -0.303248       0.385849
          0.046      -0.137611       0.228057      -0.316572       0.402408
          0.048      -0.143558       0.237792      -0.329835       0.418839
           0.05        -0.1495       0.247505      -0.343035       0.435135
          0.052      -0.155438       0.257194      -0.356168       0.451291
          0.054       -0.16137       0.266858      -0.369233       0.467302
          0.056      -0.167298       0.276496      -0.382227       0.483163
          0.058       -0.17322       0.286108      -0.395147       0.498869
           0.06      -0.179136       0.295692      -0.407991       0.514414
          0.062      -0.185047       0.305248      -0.420756       0.529794
          0.064      -0.190951       0.314774       -0.43344       0.545004
          0.066       -0.19685        0.32427       -0.44604       0.560038
          0.068      -0.202742       0.333735      -0.458554       0.574892
           0.07      -0.208628       0.343167       -0.47098       0.589561
          0.072      -0.214507       0.352566      -0.483314        0.60404
          0.074      -0.220379       0.361931      -0.495555       0.618325
          0.076      -0.226244       0.371261        -0.5077        0.63241
          0.078      -0.232102       0.380555      -0.519747       0.646291
           0.08      -0.237952       0.389812      -0.531694       0.659964
          0.082      -0.243795       0.399032      -0.543537       0.673423
          0.084      -0.249629       0.408213      -0.555275       0.686665
          0.086      -0.255456       0.417354      -0.566906       0.699686
          0.088      -0.261274       0.426455      -0.578426        0.71248
           0.09      -0.267084       0.435514      -0.589834       0.725043
          0.092      -0.272885       0.444532      -0.601128       0.737373
          0.094      -0.278678       0.453506      -0.612305       0.749463
          0.096      -0.284461       0.462436      -0.623363       0.761311
          0.098      -0.290235       0.471321        -0.6343       0.772912
            0.1         -0.296        0.48016      -0.645114       0.784263
          0.102      -0.301755       0.488952      -0.655802       0.795359
          0.104      -0.307501       0.497697      -0.666362       0.806197
          0.106      -0.313236       0.506394      -0.676792       0.816773
          0.108      -0.318961       0.515041      -0.687091       0.827084
           0.11      -0.324676       0.523638      -0.697255       0.837126
          0.112       -0.33038       0.532183      -0.707284       0.846895
          0.114      -0.336074       0.540677      -0.717174       0.856389
          0.116      -0.341756       0.549118      -0.726924       0.865604
          0.118      -0.347428       0.557505      -0.736532       0.874537
           0.12      -0.353088       0.565838      -0.745996       0.883184
          0.122      -0.358737       0.574115      -0.755314       0.891544
          0.124      -0.364374       0.582337      -0.764484       0.899612
          0.126      -0.369998       0.590501      -0.773504       0.907386
          0.128      -0.375611       0.598607      -0.782372       0.914863
           0.13      -0.381212       0.606654      -0.791086       0.922041
          0.132        -0.3868       0.614642      -0.799645       0.928917
          0.134      -0.392376       0.622569      -0.808047       0.935488
          0.136      -0.397938       0.630435       -0.81629       0.941753
          0.138      -0.403488       0.638239      -0.824372       0.947708
           0.14      -0.409024       0.645981      -0.832292       0.953352
          0.142      -0.414547       0.653658      -0.840048       0.958683
          0.144      -0.420056       0.661271      -0.847637       0.963697
          0.146      -0.425551       0.668819       -0.85506       0.968395
          0.148      -0.431033         0.6763      -0.862313       0.972773
           0.15        -0.4365       0.683715      -0.869396       0.976831
          0.152      -0.441953       0.691062      -0.876306       0.980565
          0.154      -0.447391       0.698341      -0.883043       0.983976
          0.156      -0.452814        0.70555      -0.889604       0.987061
          0.158      -0.458223       0.712689      -0.895989        0.98982
           0.16      -0.463616       0.719758      -0.902196        0.99225
          0.162      -0.468994       0.726755      -0.908224       0.994351
          0.164      -0.474356       0.733679       -0.91407       0.996122
          0.166      -0.479703       0.740531      -0.919735       0.997562
          0.168      -0.485033       0.747309      -0.925216       0.998669
           0.17      -0.490348       0.754012      -0.930512       0.999445
          0.172      -0.495646        0.76064      -0.935622       0.999887
          0.174      -0.500928       0.767191      -0.940545       0.999995
          0.176      -0.506193       0.773666       -0.94528       0.999769
          0.178      -0.511441       0.780064      -0.949825       0.999209
           0.18      -0.516672       0.786383      -0.954179       0.998314
          0.182      -0.521886       0.792624      -0.958342       0.997084
          0.184      -0.527082       0.798784      -0.962312        0.99552
          0.186      -0.532261       0.804865      -0.966089       0.993621
          0.188      -0.537421       0.810864       -0.96967       0.991388
           0.19      -0.542564       0.816782      -0.973056       0.988821
          0.192      -0.547688       0.822617      -0.976246       0.985921
          0.194      -0.552794       0.828369      -0.979238       0.982688
          0.196      -0.557882       0.834037      -0.982031       0.979122
          0.198       -0.56295       0.839621      -0.984626       0.975226
            0.2         -0.568        0.84512      -0.987021       0.970998
          0.202       -0.57303       0.850533      -0.989215       0.966441
          0.204      -0.578041        0.85586      -0.991208       0.961556
          0.206      -0.583033       0.861099      -0.992999       0.956344
          0.208      -0.588004       0.866251      -0.994588       0.950805
           0.21      -0.592956       0.871315      -0.995973       0.944942
          0.212      -0.597887       0.876289      -0.997155       0.938756
          0.214      -0.602799       0.881174      -0.998133       0.932249
          0.216      -0.607689       0.885969      -0.998906       0.925423
          0.218      -0.612559       0.890673      -0.999474       0.918278
           0.22      -0.617408       0.895286      -0.999836       0.910818
          0.222      -0.622236       0.899807      -0.999993       0.903045
          0.224      -0.627042       0.904235      -0.999944        0.89496
          0.226      -0.631827        0.90857      -0.999688       0.886566
          0.228      -0.636591       0.912811      -0.999225       0.877865
           0.23      -0.641332       0.916958      -0.998556       0.868859
          0.232      -0.646051        0.92101       -0.99768       0.859552
          0.234      -0.650748       0.924967      -0.996596       0.849946
          0.236      -0.655423       0.928828      -0.995305       0.840044
          0.238      -0.660075       0.932593      -0.993807       0.829849
           0.24      -0.664704        0.93626      -0.992102       0.819364
          0.242       -0.66931        0.93983      -0.990189       0.808591
          0.244      -0.673893       0.943302       -0.98807       0.797534
          0.246      -0.678452       0.946676      -0.985743       0.786197
          0.248      -0.682988        0.94995      -0.983209       0.774583
           0.25        -0.6875       0.953125      -0.980469       0.762695
          0.252      -0.691988         0.9562      -0.977522       0.750537
          0.254      -0.696452       0.959174      -0.974369       0.738113
          0.256      -0.700891       0.962048       -0.97101       0.725427
          0.258      -0.705306        0.96482      -0.967445       0.712482
           0.26      -0.709696        0.96749      -0.963675       0.699282
          0.262      -0.714061       0.970058      -0.959701       0.685832
          0.264      -0.718401       0.972523      -0.955522       0.672136
          0.266      -0.722716       0.974885      -0.951139       0.658198
          0.268      -0.727005       0.977144      -0.946553       0.644022
           0.27      -0.731268       0.979298      -0.941765       0.629613
          0.272      -0.735505       0.981348      -0.936775       0.614976
          0.274      -0.739717       0.983294      -0.931583       0.600115
          0.276      -0.743902       0.985134      -0.926191       0.585035
          0.278       -0.74806       0.986868      -0.920599        0.56974
           0.28      -0.752192       0.988497      -0.914809       0.554237
          0.282      -0.756297       0.990019       -0.90882       0.538529
          0.284      -0.760375       0.991434      -0.902634       0.522621
          0.286      -0.764425       0.992743      -0.896251        0.50652
          0.288      -0.768449       0.993944      -0.889673        0.49023
           0.29      -0.772444       0.995038      -0.882901       0.473756
          0.292      -0.776412       0.996023      -0.875935       0.457104
          0.294      -0.780351       0.996901      -0.868778        0.44028
          0.296      -0.784263       0.997669      -0.861429       0.423289
          0.298      -0.788146       0.998329       -0.85389       0.406136
            0.3         -0.792        0.99888      -0.846163       0.388828
          0.302      -0.795826       0.999321      -0.838249       0.371369
          0.304      -0.799622       0.999653      -0.830148       0.353767
          0.306       -0.80339       0.999874      -0.821862       0.336027
          0.308      -0.807128       0.999986      -0.813393       0.318154
           0.31      -0.810836       0.999987      -0.804742       0.300155
          0.312      -0.814515       0.999877      -0.795911       0.282037
          0.314      -0.818163       0.999656      -0.786901       0.263804
          0.316      -0.821782       0.999325      -0.777713       0.245464
          0.318       -0.82537       0.998882      -0.768349       0.227023
           0.32      -0.828928       0.998327      -0.758811       0.208487
          0.322      -0.832455       0.997661      -0.749101       0.189862
          0.324      -0.835951       0.996883       -0.73922       0.171155
          0.326      -0.839416       0.995993      -0.729169       0.152373
          0.328       -0.84285       0.994991      -0.718952       0.133522
           0.33      -0.846252       0.993877      -0.708569       0.114608
          0.332      -0.849623        0.99265      -0.698022      0.0956388
          0.334      -0.852961       0.991311      -0.687313      0.0766205
          0.336      -0.856268       0.989859      -0.676445        0.05756
          0.338      -0.859542       0.988294      -0.665419       0.038464
           0.34      -0.862784       0.986617      -0.654238      0.0193394
          0.342      -0.865993       0.984826      -0.642903    0.000192924
          0.344       -0.86917       0.982923      -0.631416     -0.0189684
          0.346      -0.872313       0.980907       -0.61978     -0.0381378
          0.348      -0.875423       0.978777      -0.607996     -0.0573081
           0.35        -0.8785       0.976535      -0.596068     -0.0764725
          0.352      -0.881543       0.974179      -0.583997      -0.095624
          0.354      -0.884553       0.971711      -0.571785      -0.114755
          0.356      -0.887528       0.969129      -0.559436       -0.13386
          0.358      -0.890469       0.966434      -0.546951       -0.15293
           0.36      -0.893376       0.963626      -0.534332      -0.171959
          0.362      -0.896248       0.960705      -0.521583       -0.19094
          0.364      -0.899086       0.957671      -0.508705      -0.209866
          0.366      -0.901888       0.954523      -0.495702      -0.228729
          0.368      -0.904656       0.951263      -0.482575      -0.247522
           0.37      -0.907388        0.94789      -0.469328      -0.266238
          0.372      -0.910085       0.944405      -0.455963      -0.284871
          0.374      -0.912746       0.940806      -0.442482      -0.303413
          0.376       -0.91537       0.937095      -0.428889      -0.321856
          0.378      -0.917959       0.933272      -0.415186      -0.340194
           0.38      -0.920512       0.929336      -0.401376      -0.358419
          0.382      -0.923028       0.925288      -0.387462      -0.376525
          0.384      -0.925508       0.921129      -0.373446      -0.394504
          0.386       -0.92795       0.916857      -0.359332       -0.41235
          0.388      -0.930356       0.912474      -0.345122      -0.430054
           0.39      -0.932724       0.907979      -0.330819      -0.447611
          0.392      -0.935055       0.903373      -0.316427      -0.465012
          0.394      -0.937348       0.898655      -0.301948      -0.482252
          0.396      -0.939603       0.893827      -0.287386      -0.499323
          0.398      -0.941821       0.888889      -0.272743      -0.516218
            0.4         -0.944        0.88384      -0.258022       -0.53293
          0.402      -0.946141       0.878681      -0.243228      -0.549452
          0.404      -0.948243       0.873412      -0.228362      -0.565777
          0.406      -0.950306       0.868034      -0.213429        -0.5819
          0.408      -0.952331       0.862546       -0.19843      -0.597812
           0.41      -0.954316        0.85695      -0.183371      -0.613507
          0.412      -0.956262       0.851245      -0.168253      -0.628979
          0.414      -0.958168       0.845432      -0.153081       -0.64422
          0.416      -0.960035        0.83951      -0.137857      -0.659225
          0.418      -0.961861       0.833482      -0.122585      -0.673986
           0.42      -0.963648       0.827346      -0.107269      -0.688497
          0.422      -0.965394       0.821103      -0.091911      -0.702753
          0.424        -0.9671       0.814754     -0.0765157      -0.716746
          0.426      -0.968765       0.808299     -0.0610862       -0.73047
          0.428      -0.970389       0.801739      -0.045626      -0.743919
           0.43      -0.971972       0.795074     -0.0301387      -0.757087
          0.432      -0.973514       0.788303     -0.0146277      -0.769968
          0.434      -0.975014       0.781429    0.000903307      -0.782555
          0.436      -0.976473       0.774451      0.0164507      -0.794844
          0.438      -0.977889        0.76737      0.0320108      -0.806827
           0.44      -0.979264       0.760186      0.0475801        -0.8185
          0.442      -0.980596         0.7529      0.0631548      -0.829857
          0.444      -0.981886       0.745512      0.0787312      -0.840892
          0.446      -0.983134       0.738023      0.0943056      -0.851599
          0.448      -0.984338       0.730434       0.109874      -0.861974
           0.45        -0.9855       0.722745       0.125433      -0.872011
          0.452      -0.986618       0.714956       0.140979      -0.881705
          0.454      -0.987693       0.707069       0.156508       -0.89105
          0.456      -0.988725       0.699084       0.172016      -0.900042
          0.458      -0.989712       0.691001       0.187499      -0.908677
           0.46      -0.990656       0.682821       0.202954      -0.916948
          0.462      -0.991555       0.674545       0.218376      -0.924853
          0.464      -0.992411       0.666173       0.233762      -0.932385
          0.466      -0.993221       0.657707       0.249108      -0.939541
          0.468      -0.993987       0.649146       0.264409      -0.946317
           0.47      -0.994708       0.640492       0.279663      -0.952707
          0.472      -0.995384       0.631745       0.294864       -0.95871
          0.474      -0.996014       0.622907        0.31001      -0.964319
          0.476      -0.996599       0.613977       0.325095      -0.969532
          0.478      -0.997139       0.604956       0.340117      -0.974345
           0.48      -0.997632       0.595846       0.355071      -0.978755
          0.482      -0.998079       0.586648       0.369953      -0.982758
          0.484       -0.99848       0.577361        0.38476      -0.986351
          0.486      -0.998835       0.567987       0.399486      -0.989531
          0.488      -0.999143       0.558526       0.414129      -0.992295
           0.49      -0.999404        0.54898       0.428684       -0.99464
          0.492      -0.999618        0.53935       0.443147      -0.996564
          0.494      -0.999785       0.529636       0.457514      -0.998064
          0.496      -0.999904       0.519839       0.471781      -0.999138
          0.498      -0.999976        0.50996       0.485945      -0.999784
            0.5             -1            0.5            0.5             -1
          0.502      -0.999976        0.48996       0.513943      -0.999784
          0.504      -0.999904       0.479841       0.527771      -0.999134
          0.506      -0.999783       0.469644       0.541478      -0.998049
          0.508      -0.999614        0.45937       0.555061      -0.996527
           0.51      -0.999396        0.44902       0.568516      -0.994568
          0.512      -0.999129       0.438595       0.581839      -0.992171
          0.514      -0.998813       0.428096       0.595026      -0.989334
          0.516      -0.998448       0.417525       0.608072      -0.986057
          0.518      -0.998033       0.406881       0.620975       -0.98234
           0.52      -0.997568       0.396166       0.633729      -0.978183
          0.522      -0.997053       0.385382       0.646331      -0.973585
          0.524      -0.996489        0.37453       0.658777      -0.968546
          0.526      -0.995874        0.36361       0.671062      -0.963067
          0.528      -0.995208       0.352624       0.683184      -0.957149
           0.53      -0.994492       0.341573       0.695138      -0.950791
          0.532      -0.993725       0.330458       0.706919      -0.943996
          0.534      -0.992907        0.31928       0.718525      -0.936763
          0.536      -0.992037       0.308041       0.729951      -0.929095
          0.538      -0.991117       0.296742       0.741193      -0.920993
           0.54      -0.990144       0.285384       0.752248      -0.912458
          0.542       -0.98912       0.273968       0.763111      -0.903492
          0.544      -0.988043       0.262496       0.773779      -0.894098
          0.546      -0.986915       0.250969       0.784248      -0.884278
          0.548      -0.985734       0.239388       0.794514      -0.874033
           0.55        -0.9845       0.227755       0.804574      -0.863368
          0.552      -0.983214       0.216071       0.814423      -0.852285
          0.554      -0.981874       0.204337       0.824058      -0.840786
          0.556      -0.980482       0.192555       0.833475      -0.828876
          0.558      -0.979036       0.180725        0.84267      -0.816557
           0.56      -0.977536       0.168851       0.851641      -0.803834
          0.562      -0.975983       0.156932       0.860383      -0.790711
          0.564      -0.974375       0.144971       0.868892      -0.777191
          0.566      -0.972714       0.132969       0.877166      -0.763279
          0.568      -0.970998       0.120927         0.8852       -0.74898
           0.57      -0.969228       0.108847       0.892991      -0.734298
          0.572      -0.967403      0.0967309       0.900536      -0.719239
          0.574      -0.965523      0.0845794       0.907832      -0.703808
          0.576      -0.963588      0.0723946       0.914874       -0.68801
          0.578      -0.961598      0.0601778        0.92166       -0.67185
           0.58      -0.959552      0.0479308       0.928186      -0.655336
          0.582      -0.957451      0.0356552       0.934449      -0.638472
          0.584      -0.955293      0.0233525       0.940446      -0.621266
          0.586       -0.95308      0.0110244       0.946174      -0.603723
          0.588       -0.95081    -0.00132734       0.951629      -0.585851
           0.59      -0.948484     -0.0137011       0.956809      -0.567656
          0.592      -0.946101     -0.0260952        0.96171      -0.549146
          0.594      -0.943662     -0.0385079        0.96633      -0.530328
          0.596      -0.941165     -0.0509374       0.970665      -0.511209
          0.598      -0.938611     -0.0633821       0.974713      -0.491799
            0.6         -0.936       -0.07584        0.97847      -0.472103
          0.602      -0.933331     -0.0883095       0.981935      -0.452132
          0.604      -0.930605      -0.100789       0.985105      -0.431893
          0.606       -0.92782      -0.113276       0.987976      -0.411395
          0.608      -0.924977      -0.125769       0.990546      -0.390646
           0.61      -0.922076      -0.138266       0.992813      -0.369657
          0.612      -0.919116      -0.150765       0.994774      -0.348436
          0.614      -0.916098      -0.163265       0.996427      -0.326993
          0.616       -0.91302      -0.175763       0.997769      -0.305337
          0.618      -0.909884      -0.188258       0.998799      -0.283479
           0.62      -0.906688      -0.200747       0.999514      -0.261428
          0.622      -0.903433      -0.213229       0.999911      -0.239195
          0.624      -0.900118      -0.225702        0.99999       -0.21679
          0.626      -0.896742      -0.238162       0.999747      -0.194224
          0.628      -0.893307       -0.25061       0.999181      -0.171508
           0.63      -0.889812      -0.263042        0.99829      -0.148653
          0.632      -0.886256      -0.275456       0.997073      -0.125671
          0.634       -0.88264       -0.28785       0.995527      -0.102572
          0.636      -0.878962      -0.300222       0.993652     -0.0793686
          0.638      -0.875224      -0.312571       0.991445     -0.0560722
           0.64      -0.871424      -0.324893       0.988905     -0.0326951
          0.642      -0.867563      -0.337187       0.986031    -0.00924924
          0.644       -0.86364       -0.34945       0.982822       0.014253
          0.646      -0.859655      -0.361681       0.979276       0.037799
          0.648      -0.855609      -0.373877       0.975393      0.0613763
           0.65        -0.8515      -0.386035       0.971171       0.084972
          0.652      -0.847329      -0.398154       0.966609       0.108573
          0.654      -0.843095      -0.410231       0.961707       0.132167
          0.656      -0.838798      -0.422264       0.956465       0.155739
          0.658      -0.834439       -0.43425        0.95088       0.179277
           0.66      -0.830016      -0.446188       0.944954       0.202768
          0.662       -0.82553      -0.458074       0.938685       0.226197
          0.664       -0.82098      -0.469907       0.932074        0.24955
          0.666      -0.816367      -0.481684       0.925119       0.272814
          0.668      -0.811689      -0.493402       0.917822       0.295975
           0.67      -0.806948       -0.50506       0.910182       0.319019
          0.672      -0.802142      -0.516654       0.902199        0.34193
          0.674      -0.797272      -0.528182       0.893874       0.364696
          0.676      -0.792337      -0.539642       0.885207       0.387301
          0.678      -0.787337      -0.551031       0.876198       0.409732
           0.68      -0.782272      -0.562346       0.866849       0.431972
          0.682      -0.777142      -0.573586       0.857159       0.454008
          0.684      -0.771946      -0.584746        0.84713       0.475826
          0.686      -0.766685      -0.595826       0.836763       0.497409
          0.688      -0.761357      -0.606821       0.826059       0.518743
           0.69      -0.755964       -0.61773       0.815019       0.539814
          0.692      -0.750504      -0.628549       0.803645       0.560606
          0.694      -0.744978      -0.639277       0.791937       0.581104
          0.696      -0.739386       -0.64991       0.779899       0.601294
          0.698      -0.733726      -0.660445       0.767531        0.62116
            0.7         -0.728       -0.67088       0.754835       0.640687
          0.702      -0.722206      -0.681212       0.741814        0.65986
          0.704      -0.716345      -0.691438        0.72847       0.678664
          0.706      -0.710417      -0.701556       0.714806       0.697084
          0.708       -0.70442      -0.711562       0.700823       0.715105
           0.71      -0.698356      -0.721453       0.686524       0.732712
          0.712      -0.692223      -0.731227       0.671913        0.74989
          0.714      -0.686023      -0.740881       0.656992       0.766625
          0.716      -0.679753      -0.750412       0.641764       0.782901
          0.718      -0.673415      -0.759816       0.626234       0.798703
           0.72      -0.667008      -0.769092       0.610403       0.814017
          0.722      -0.660532      -0.778235       0.594276       0.828829
          0.724      -0.653986      -0.787243       0.577857       0.843124
          0.726      -0.647371      -0.796113       0.561149       0.856888
          0.728      -0.640687      -0.804841       0.544157       0.870105
           0.73      -0.633932      -0.813425       0.526885       0.882764
          0.732      -0.627107      -0.821862       0.509338       0.894848
          0.734      -0.620212      -0.830148        0.49152       0.906345
          0.736      -0.613247       -0.83828       0.473435       0.917241
          0.738      -0.606211      -0.846255        0.45509       0.927523
           0.74      -0.599104      -0.854069       0.436489       0.937177
          0.742      -0.591926      -0.861721       0.417638        0.94619
          0.744      -0.584677      -0.869205       0.398542        0.95455
          0.746      -0.577356      -0.876519       0.379207       0.962244
          0.748      -0.569964      -0.883661       0.359639        0.96926
           0.75        -0.5625      -0.890625       0.339844       0.975586
          0.752      -0.554964      -0.897409       0.319828        0.98121
          0.754      -0.547356      -0.904011       0.299599        0.98612
          0.756      -0.539675      -0.910425       0.279163       0.990305
          0.758      -0.531922      -0.916649       0.258526       0.993756
           0.76      -0.524096      -0.922679       0.237696        0.99646
          0.762      -0.516197      -0.928513       0.216681       0.998409
          0.764      -0.508225      -0.934146       0.195488       0.999592
          0.766       -0.50018      -0.939574       0.174125              1
          0.768      -0.492061      -0.944795       0.152599       0.999624
           0.77      -0.483868      -0.949805        0.13092       0.998455
          0.772      -0.475601      -0.954601       0.109096       0.996486
          0.774      -0.467261      -0.959177      0.0871349       0.993709
          0.776      -0.458846      -0.963532      0.0650463       0.990117
          0.778      -0.450356      -0.967661      0.0428392       0.985702
           0.78      -0.441792      -0.971561      0.0205231        0.98046
          0.782      -0.433153      -0.975228    -0.00189229       0.974384
          0.784      -0.424439      -0.978658     -0.0243972       0.967469
          0.786      -0.415649      -0.981847     -0.0469814        0.95971
          0.788      -0.406785      -0.984793     -0.0696345       0.951105
           0.79      -0.397844       -0.98749     -0.0923459       0.941649
          0.792      -0.388828      -0.989935      -0.115105        0.93134
          0.794      -0.379735      -0.992125        -0.1379       0.920176
          0.796      -0.370567      -0.994055       -0.16072       0.908156
          0.798      -0.361322      -0.995721      -0.183553       0.895278
            0.8         -0.352       -0.99712      -0.206387       0.881543
          0.802      -0.342602      -0.998248      -0.229211       0.866952
          0.804      -0.333126        -0.9991      -0.252011       0.851506
          0.806      -0.323574      -0.999673      -0.274775       0.835208
          0.808      -0.313944      -0.999963       -0.29749       0.818061
           0.81      -0.304236      -0.999965      -0.320142       0.800068
          0.812      -0.294451      -0.999676      -0.342719       0.781235
          0.814      -0.284587      -0.999091      -0.365205       0.761567
          0.816      -0.274646      -0.998207      -0.387588       0.741071
          0.818      -0.264626      -0.997019      -0.409853       0.719755
           0.82      -0.254528      -0.995523      -0.431984       0.697626
          0.822      -0.244351      -0.993714      -0.453968       0.674695
          0.824      -0.234095       -0.99159      -0.475788       0.650971
          0.826       -0.22376      -0.989144      -0.497429       0.626467
          0.828      -0.213346      -0.986374      -0.518875       0.601194
           0.83      -0.202852      -0.983275      -0.540111       0.575167
          0.832      -0.192279      -0.979842      -0.561118       0.548401
          0.834      -0.181625      -0.976072      -0.581881        0.52091
          0.836      -0.170892      -0.971959      -0.602383       0.492712
          0.838      -0.160078      -0.967499      -0.622606       0.463826
           0.84      -0.149184      -0.962689      -0.642531       0.434271
          0.842      -0.138209      -0.957523      -0.662142       0.404068
          0.844      -0.127154      -0.951997      -0.681419       0.373238
          0.846      -0.116017      -0.946107      -0.700345       0.341805
          0.848      -0.104799      -0.939848      -0.718898       0.309794
           0.85        -0.0935      -0.933215      -0.737061        0.27723
          0.852     -0.0821192      -0.926204      -0.754814       0.244142
          0.854     -0.0706565      -0.918811      -0.772135       0.210559
          0.856     -0.0591119       -0.91103      -0.789006        0.17651
          0.858     -0.0474852      -0.902857      -0.805404       0.142027
           0.86      -0.035776      -0.894288      -0.821309       0.107145
          0.862     -0.0239843      -0.885317        -0.8367      0.0718977
          0.864     -0.0121098       -0.87594      -0.851553      0.0363224
          0.866   -0.000152416      -0.866152      -0.865848    0.000457248
          0.868      0.0118881      -0.855949       -0.87956     -0.0356577
           0.87       0.024012      -0.845325      -0.892668     -0.0719806
          0.872      0.0362194      -0.834276      -0.905148      -0.108468
          0.874      0.0485105      -0.822797      -0.916976      -0.145075
          0.876      0.0608855      -0.810883      -0.928128      -0.181754
          0.878      0.0733446      -0.798528      -0.938579      -0.218456
           0.88       0.085888      -0.785729      -0.948305       -0.25513
          0.882      0.0985159       -0.77248      -0.957279      -0.291723
          0.884       0.111228      -0.758776      -0.965477      -0.328181
          0.886       0.124026      -0.744613      -0.972872      -0.364446
          0.888       0.136908      -0.729984      -0.979438       -0.40046
           0.89       0.149876      -0.714885      -0.985147      -0.436161
          0.892       0.162929      -0.699311      -0.989973      -0.471487
          0.894       0.176068      -0.683257      -0.993888      -0.506371
          0.896       0.189293      -0.666717      -0.996863      -0.540747
          0.898       0.202603      -0.649686      -0.998869      -0.574544
            0.9          0.216       -0.63216      -0.999878      -0.607689
          0.902       0.229483      -0.614133      -0.999861      -0.640109
          0.904       0.243053      -0.595599      -0.998787      -0.671726
          0.906        0.25671      -0.576553      -0.996626       -0.70246
          0.908       0.270453      -0.556991      -0.993347      -0.732231
           0.91       0.284284      -0.536906      -0.988919      -0.760952
          0.912       0.298202      -0.516293       -0.98331      -0.788536
          0.914       0.312208      -0.495147      -0.976489      -0.814895
          0.916       0.326301      -0.473463      -0.968422      -0.839935
          0.918       0.340483      -0.451234      -0.959077      -0.863561
           0.92       0.354752      -0.428456       -0.94842      -0.885675
          0.922        0.36911      -0.405122      -0.936417      -0.906176
          0.924       0.383556      -0.381228      -0.923034       -0.92496
          0.926       0.398091      -0.356768      -0.908235      -0.941921
          0.928       0.412715      -0.331736      -0.891986      -0.956948
           0.93       0.427428      -0.306126       -0.87425      -0.969929
          0.932        0.44223      -0.279933      -0.854991      -0.980747
          0.934       0.457122      -0.253151      -0.834172      -0.989284
          0.936       0.472103      -0.225775      -0.811756      -0.995418
          0.938       0.487175      -0.197798      -0.787705      -0.999022
           0.94       0.502336      -0.169216       -0.76198      -0.999967
          0.942       0.517588      -0.140021      -0.734544      -0.998122
          0.944        0.53293      -0.110208      -0.705355      -0.993351
          0.946       0.548362     -0.0797721      -0.674375      -0.985514
          0.948       0.563886     -0.0487063      -0.641563      -0.974469
           0.95         0.5795      -0.017005      -0.606878      -0.960069
          0.952       0.595206      0.0153377      -0.570279      -0.942164
          0.954       0.611003      0.0483279      -0.531723        -0.9206
          0.956       0.626891      0.0819714      -0.491168      -0.895219
          0.958       0.642872       0.116275       -0.44857      -0.865861
           0.96       0.658944       0.151243      -0.403888      -0.832359
          0.962       0.675109       0.186883      -0.357075      -0.794545
          0.964       0.691365       0.223202      -0.308087      -0.752244
          0.966       0.707715       0.260204       -0.25688       -0.70528
          0.968       0.724157       0.297896      -0.203406       -0.65347
           0.97       0.740692       0.336284      -0.147621      -0.596628
          0.972        0.75732       0.375376     -0.0894759      -0.534565
          0.974       0.774042       0.415176     -0.0289242      -0.467086
          0.976       0.790857       0.455691      0.0340826      -0.393991
          0.978       0.807765       0.496928      0.0995932      -0.315077
           0.98       0.824768       0.538893       0.167657      -0.230136
          0.982       0.841865       0.581592       0.238324      -0.138954
          0.984       0.859056       0.625032       0.311644     -0.0413152
          0.986       0.876341       0.669219       0.387669       0.063004
          0.988       0.893721        0.71416        0.46645       0.174231
           0.99       0.911196       0.759861       0.548041       0.292597
          0.992       0.928766       0.806329       0.632493       0.418339
          0.994       0.946431        0.85357        0.71986       0.551701
          0.996       0.964192       0.901591       0.810197       0.692929
          0.998       0.982048       0.950399       0.903559       0.842276
              1              1              1              1              1
